prof.level,Other.ranking,scientistYN,expertise,requireMLM,confident,current.planning,current.planning_8_TEXT,confidence1,confidence2,powertools.familiar_1,powertools.familiar_2,powertools.familiar_3,powertools.familiar_4,powertools.familiar_5,powertools.familiar_6,powertools.familiar_7,powertools.familiar_8,powertools.familiar_9,powertools.familiar_10,powertools.familiar_11,powertools.use_1,powertools.use_2,powertools.use_3,powertools.use_4,powertools.use_5,powertools.use_6,powertools.use_7,powertools.use_8,powertools.use_9,powertools.use_10,powertools.use_11,useful.tool,useful.tool.gen,useful.vids,useful.vids.field,useful.table,useful.table.field,current.planning_OTHERCAT
4,,1,4,3,3,7,,3,3,5,1,2,2,2,2,1,1,4,2,2,3,1,1,1,1,1,1,1,2,1,1,5,3,4,4,4,4,
4,,1,3,4,2,3,,1,1,3,1,1,1,2,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,5,2,1,2,2,
6,Research Scientist,1,4,4,1,8,"Generally, I don't do power analyses because I analyze data after it has been collected. However, that data was often collected on grants that include some sort of power analysis. I have noticed that many of these analyses justify the sample size that was able to be collected with the budget in the grant---in other words, the budget determines the sample size which determines the power analysis.",5,5,3,1,1,1,1,1,1,1,5,1,3,2,1,1,1,1,1,1,1,3,1,3,3,5,4,5,2,2,Response 4
4,,1,3,4,2,6,,3,3,3,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,3,1,2,5,5,5,5,5,5,
4,,1,3,4,2,7,,3,3,5,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,
2,,1,2,3,3,7,,2,2,5,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,
4,,1,4,4,1,7,,5,5,4,2,2,1,1,1,1,1,5,2,3,2,1,1,1,1,1,1,1,4,1,2,2,3,1,3,1,3,
3,,1,3,4,2,7,,2,2,3,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
2,,1,3,3,2,3,,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
4,,1,3,4,2,4,,1,1,3,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,5,5,5,5,5,5,
3,,1,3,3,3,7,,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,5,4,5,5,4,4,
3,,1,3,3,2,5,,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,3,4,4,1,3,4,4,
4,,1,4,4,2,1,,1,1,4,1,1,1,1,1,1,1,5,1,4,3,1,1,1,1,1,1,1,3,1,3,5,5,3,2,5,5,
4,,1,3,3,2,7,,2,3,4,1,4,1,1,2,1,1,3,3,3,4,1,3,1,1,1,1,1,1,1,3,5,5,5,5,5,5,
4,,1,4,3,2,5,,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,4,4,4,2,2,
4,,1,3,4,2,6,,2,2,4,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2,5,5,4,5,5,5,
1,,1,3,4,2,4,,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,
3,,1,3,3,2,7,,1,1,3,1,1,1,1,1,1,1,2,1,4,2,1,1,1,1,1,1,1,2,1,4,5,4,4,4,2,3,
3,,1,3,4,3,6,,3,3,3,1,1,1,2,2,1,1,4,1,2,2,1,1,1,1,1,1,1,4,1,2,5,5,5,5,3,4,
4,,1,2,4,2,8,I estimate with simple regressions using g power,1,1,2,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2,3,4,4,3,5,5,Other 3
3,,1,3,4,2,1,,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,5,5,3,3,5,5,
3,,1,3,3,2,4,,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
2,,1,3,4,2,7,,2,3,5,1,1,1,1,1,1,1,2,1,3,4,1,1,1,1,1,1,1,2,1,3,5,4,5,4,4,4,
2,,1,3,3,2,5,,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,
4,,1,4,4,2,7,,2,2,4,1,1,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,3,1,3,5,5,3,4,4,5,
2,,1,3,3,2,8,"I do both secondary and primary data collection. When I collect my data, I have either conducted a power analysis or collected as many people as I could given the resources I had.",1,1,3,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,Other 4
1,,1,3,3,2,6,,2,3,3,1,1,1,2,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,3,5,5,5,5,4,4,
4,,1,4,3,2,7,,3,3,3,1,3,1,1,1,1,1,3,2,1,3,1,3,1,1,1,1,1,3,2,1,5,5,5,5,2,3,
3,,1,3,4,2,7,,3,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,5,5,5,5,5,5,
3,,1,4,4,1,7,,3,4,3,1,1,1,1,2,1,1,4,1,4,2,1,1,1,1,1,1,1,3,1,4,5,5,4,5,4,5,
2,,1,3,3,2,4,,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
4,,1,3,2,2,1,,2,2,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
4,,1,4,4,2,6,,1,1,5,1,2,1,1,1,1,1,2,1,3,4,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,
3,,1,3,2,2,6,,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,
4,,1,3,4,2,5,,1,1,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,5,
3,,1,3,4,3,5,,2,2,3,1,1,1,1,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,5,5,4,3,2,2,
4,,1,4,3,2,5,,2,2,5,1,1,1,1,3,1,1,3,1,3,4,1,1,1,1,1,1,1,2,1,2,5,5,5,5,5,5,
3,,1,3,3,2,7,,2,2,5,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,4,5,5,5,4,5,
2,,1,2,4,2,5,,2,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
2,,1,4,4,2,5,,1,2,3,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
4,,1,4,4,2,5,,2,2,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
4,,1,3,4,2,7,,1,1,5,1,1,2,1,1,1,1,1,1,2,4,1,1,3,1,1,1,1,2,1,2,5,5,5,5,5,5,
4,,1,4,3,2,7,,2,2,4,1,1,1,1,1,1,1,3,3,3,4,1,1,1,1,1,1,1,3,2,3,5,5,5,5,5,5,
2,,1,3,4,2,7,,2,2,5,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,
4,,1,4,3,2,8,I ask graduate students and colleagues with expertise for help. ,1,1,5,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,Other 2
2,,1,3,4,2,6,,3,2,4,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,
3,,1,3,4,2,7,,1,3,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,5,5,5,5,
1,,1,3,4,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
3,,1,3,4,2,8,"I tend to recruit as large a sample as I can, with a large N at each level. ",2,2,4,1,1,1,1,1,1,1,2,1,3,4,1,1,1,1,1,1,1,2,1,3,5,5,5,5,2,3,Other 1
2,,1,3,4,2,7,,2,2,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
3,,1,3,4,2,1,,1,1,3,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,5,5,3,3,5,5,
2,,1,3,3,2,7,,1,1,2,1,2,1,1,1,1,1,5,1,3,2,1,1,1,1,1,1,1,4,1,3,5,5,5,5,5,5,
2,,1,3,3,2,7,,2,1,4,1,1,1,1,1,1,1,4,1,2,4,1,1,1,1,1,1,1,1,1,1,5,5,4,4,5,5,
4,,1,3,4,2,3,,1,1,4,1,1,1,1,1,1,1,2,1,2,3,1,NA,1,1,1,1,1,2,1,2,5,5,5,5,2,2,
1,,1,2,4,2,8,"I will conduct it myself if I can (t-test, ANOVA) but anything more elaborate I will ask someone to help me. ",1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,5,5,2,2,3,3,Other 2
2,,1,2,3,2,7,,2,1,5,1,1,1,1,1,1,1,3,1,2,4,1,1,1,1,1,NA,1,2,1,1,5,5,5,5,5,5,
2,,1,3,3,3,7,,1,1,2,1,1,1,1,1,1,1,2,1,4,2,1,1,1,1,1,1,1,2,1,4,5,5,5,5,4,4,
2,,1,3,3,2,6,,2,1,4,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,1,1,1,1,2,5,5,5,4,5,5,
3,,1,4,3,2,5,,2,2,5,1,1,1,1,1,1,1,3,1,2,4,1,1,1,1,1,1,1,2,1,2,5,5,5,5,5,5,
4,,1,4,3,2,6,,1,1,4,1,2,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,
4,,1,3,3,3,7,,1,1,4,1,1,1,1,1,1,1,2,1,3,4,1,1,1,1,1,1,1,2,1,3,5,5,5,5,5,5,
4,,1,3,4,2,7,,1,3,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
6,An instructor with a master degree,1,3,4,3,7,,3,1,5,1,1,1,1,2,1,1,4,1,4,3,1,1,1,1,2,1,2,4,1,4,5,5,5,5,5,5,
3,,1,4,4,2,7,,2,2,2,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,2,1,1,5,5,5,5,4,5,
4,,1,3,3,2,8,I do power analysis for anova because I don't know how for mixed effects,2,2,4,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,Other 3
2,,1,4,4,3,4,,4,2,3,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,2,1,2,4,4,4,4,5,5,
2,,1,3,2,3,7,,3,3,3,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,1,3,1,4,5,3,5,4,5,4,
5,,1,4,3,3,7,,2,2,3,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,2,1,4,5,5,4,5,3,4,
3,,1,4,4,1,6,,2,2,3,1,1,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,2,1,3,5,5,5,5,3,3,
4,,1,2,3,3,7,,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,5,5,
2,,1,3,3,2,7,,3,3,4,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
3,,2,3,4,3,6,,3,3,2,1,1,1,1,1,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,2,3,3,2,3,1,2,
2,,1,3,4,2,3,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,4,5,
1,,1,1,3,3,1,,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,4,5,3,4,
1,,1,3,3,3,5,,2,2,4,1,1,1,3,2,1,1,3,1,3,4,1,1,1,3,1,1,1,3,1,3,5,5,5,4,5,5,
2,,1,3,3,2,5,,3,3,2,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,2,2,3,5,5,5,4,5,4,
4,,1,3,4,3,6,,3,3,3,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,1,3,1,3,5,5,5,5,5,5,
4,,1,4,3,2,6,,3,3,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,
2,,1,3,4,2,8,I work with my advisor to conduct a power analysis,3,3,3,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,3,1,3,5,5,5,5,5,5,Other 2
2,,1,4,3,1,7,,3,3,5,2,1,1,1,1,1,1,2,1,3,4,1,1,1,1,1,1,1,1,1,4,5,5,4,3,3,3,
2,,1,4,4,3,3,,1,1,4,1,1,1,1,1,1,1,4,1,3,3,1,1,1,1,1,1,1,3,1,3,5,5,5,5,2,2,
2,,1,3,4,3,6,,2,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
4,,1,4,4,3,8,I do some power analysis based on the between-persons/aggregate versions of the questions and go with that.,2,2,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,5,5,5,5,5,5,Other 3
4,,1,3,4,2,8,budget,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,Other 1
4,,1,4,4,2,5,,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,NA,5,5,4,5,5,5,
2,,1,2,4,2,4,,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,5,4,5,5,5,4,
3,,1,3,4,2,1,,1,1,3,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,1,1,2,1,2,5,5,5,5,5,5,
2,,1,3,4,1,8,Depends on how the are of research,2,3,3,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,3,3,Other 4
4,,2,3,4,2,7,,2,1,3,NA,1,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,3,1,3,4,5,5,5,3,2,
2,,1,3,3,2,5,,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,
4,,1,4,4,2,6,,3,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,
3,,1,3,4,3,7,,1,2,4,1,1,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,3,1,1,5,5,5,5,5,5,
2,,1,3,4,2,4,,3,3,5,1,1,1,1,1,1,1,3,1,4,3,1,1,1,1,1,1,1,2,1,3,5,5,5,5,4,4,
2,,1,4,4,1,7,,4,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,NA,1,1,3,1,4,5,5,4,5,3,4,
4,,1,4,4,1,6,,2,4,5,2,1,1,2,1,1,1,4,1,1,4,1,1,1,1,1,1,1,3,1,1,5,5,5,5,5,5,
4,,1,2,4,2,8,As a postdoc all data I worked on had already been collected but as a PI my sample sizes are constrained primarily by budget. For my grant a biostatistician conducted the power analysis for me. I have no way of verifying if it was done correctly. ,1,1,3,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,5,5,5,5,5,5,Other 2
2,,1,4,4,2,7,,1,1,5,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,
2,,1,3,2,2,1,,1,1,3,1,1,1,1,1,1,1,1,1,2,3,1,1,1,NA,1,2,1,1,1,1,2,2,1,2,2,2,
1,,1,2,1,2,7,,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,
2,,1,3,4,3,7,,2,1,3,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,4,
2,,1,4,3,2,7,,3,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,NA,1,1,5,5,5,5,3,4,
4,,1,4,4,2,6,,3,2,2,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,1,1,3,3,5,5,5,4,5,5,
2,,1,3,3,2,4,,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,5,3,5,4,5,
4,,1,4,3,2,7,,2,3,5,1,1,1,1,1,1,1,3,2,4,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
4,,1,4,4,2,7,,3,3,5,1,5,1,1,1,1,1,5,5,1,4,1,3,1,1,1,1,1,4,3,1,5,5,5,5,5,5,
3,,1,4,4,3,5,,2,2,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,5,5,4,4,3,3,
4,,1,3,4,2,8,preciison for bivariate associations,1,1,3,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,3,5,4,4,3,4,4,Other 4
3,,1,2,3,2,7,,1,2,4,1,1,1,1,1,1,1,2,2,5,3,1,1,1,1,1,1,1,1,1,4,5,4,5,4,5,5,
4,,1,3,4,3,7,,2,2,3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,
2,,1,2,3,2,6,,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
4,,1,4,4,1,8,"I conduct power analyses, but usually just to make them say what I want them to say based on an educated guess",3,3,2,1,2,1,1,1,1,1,4,1,1,2,1,2,1,1,1,1,1,4,1,1,4,5,3,5,4,5,Response 6
2,,1,4,4,2,5,,2,1,5,1,1,1,1,1,1,1,5,1,3,4,1,1,1,1,1,1,1,2,1,2,5,3,2,2,5,2,
3,,1,3,4,2,5,,2,2,4,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,
2,,1,3,4,3,7,,2,4,3,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,
5,,1,3,4,2,7,,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,5,5,4,3,5,4,
5,,1,4,4,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,,1,4,3,2,7,,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,1,3,4,1,7,,3,2,3,1,1,1,3,1,1,2,5,1,5,4,1,1,1,1,1,1,1,3,1,4,5,5,5,5,5,5,
1,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,2,3,3,2,7,,1,1,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,1,2,3,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,,2,3,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,1,3,4,3,4,,3,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,4,4,2,2,
1,,1,2,4,2,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,1,4,4,3,4,,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,Research assistant,1,2,1,2,4,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,
4,,1,3,4,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,,1,3,4,2,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,,1,3,4,3,4,,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
4,,1,4,4,1,4,,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,,1,4,4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,1,3,4,2,6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,,1,3,4,2,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,,1,4,4,3,5,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,,1,2,3,2,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,,1,3,4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,1,3,3,2,4,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,1,4,4,2,5,,1,3,2,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,3,1,1,5,5,5,5,5,5,
4,,1,4,4,1,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,,1,3,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,,1,3,3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6,Undergrad Student ,1,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,1,3,4,1,7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,,1,2,1,1,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5,,2,4,4,2,4,,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,1,4,4,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,1,3,3,2,8,I try to recruit as many participants as possible with my limited resources,1,1,3,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,4,5,5,5,4,Other 1
2,,1,3,4,2,8,consult a statistician,1,3,4,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,2,1,2,5,5,4,4,5,5,Other 2
3,,2,4,4,2,7,,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,,1,2,4,3,6,,2,3,4,1,1,1,1,1,1,1,5,5,5,3,1,1,1,1,1,1,1,3,4,4,5,5,5,5,5,5,
4,,1,4,4,2,4,,2,2,4,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,2,1,2,5,5,5,4,5,5,
1,,2,2,4,2,6,,1,1,3,1,1,1,2,2,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,
1,,1,3,4,2,6,,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,
3,,1,3,3,2,4,,1,1,5,1,1,1,1,2,1,1,2,1,4,4,1,1,1,1,1,1,1,1,1,2,5,5,5,4,5,4,
4,,1,3,4,2,6,,1,1,4,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
2,,1,3,4,2,5,,1,1,4,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
2,,1,3,3,2,4,,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,
4,,1,3,3,2,5,,1,1,3,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,5,5,5,5,5,5,
3,,1,3,3,2,1,,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,5,5,5,5,4,4,
